year,name,artists,album,popularity,release_date
2020,Like That (feat. A Boogie Wit Da Hoodie & Ty Dolla $ign),"Yo Gotti, A Boogie Wit da Hoodie, Ty Dolla $ign",Untrapped,34,2020-01-31
2020,Big Black Truck (with JID),"Dreamville, JID",Revenge Of The Dreamers III: Director's Cut,48,2020-01-16
2020,Reasons,Fetty Wap,Trap & B,42,2020-02-14
2020,I Love You,"Trippie Redd, Chance the Rapper",A Love Letter To You 4 (Deluxe),0,2020-02-21
2020,Rock Out (feat. NLE Choppa),"T.R.U., Hott LockedN, NLE Choppa",No Face No Case,19,2020-02-07
2020,how to sleep,EDEN,no future,40,2020-02-14
2020,Straight to Hell,Ozzy Osbourne,Ordinary Man,49,2020-02-21
2020,Right Now,"Marc E. Bassy, Nic Nac, Tory Lanez",PMD (Deluxe),38,2020-01-31
2020,How I Was Raised,"Trippie Redd, Lil Tecca",A Love Letter To You 4 (Deluxe),0,2020-02-21
2020,Beach Ballin' (feat. blackbear),"Yung Pinch, blackbear",Back 2 The Beach,46,2020-01-17
2020,good morning,EDEN,no future,35,2020-02-14
2020,It's A Raid (feat. Post Malone),"Ozzy Osbourne, Post Malone",Ordinary Man,42,2020-02-21
2020,My Mistake,Gabrielle Aplin,Dear Happy,0,2020-01-17
2020,Carefree,Mick Jenkins,The Circus,54,2020-01-10
2020,The Light,"Mick Jenkins, EARTHGANG",The Circus,34,2020-01-10
2020,Dear Happy,Gabrielle Aplin,Dear Happy,0,2020-01-17
2020,Brick On My Face (feat. 2 Chainz),"T.R.U., Worl, 2 Chainz",No Face No Case,17,2020-02-07
2020,She's My Queen,Stone Temple Pilots,Perdida,35,2020-02-07
2020,Lingo,Yung Pinch,Back 2 The Beach,26,2020-01-17
2020,I Wish I Never Met You (Acoustic),Oh Wonder,No One Else Can Wear Your Crown (Deluxe),28,2020-02-14
2020,Fare Thee Well,Stone Temple Pilots,Perdida,48,2020-02-07
2020,Ohio,King Princess,Cheap Queen (Deluxe),36,2020-02-14
2020,Into My Arms,COIN,Dreamland,0,2020-02-21
2020,Susie Save Your Love,"Allie X, Mitski",Cape God,0,2020-02-21
2020,She,Kota the Friend,"Lyrics to Go, Vol. 1",38,2020-01-20
2020,Tricked,"Royce Da 5'9"", KXNG Crooked",The Allegory,0,2020-02-21
2020,Back of a Cab,King Princess,Cheap Queen (Deluxe),39,2020-02-14
2020,Bitter End - Made In Muscle Shoals,The Revivalists,Made In Muscle Shoals,37,2020-01-30
2020,Black Friday,Fetty Wap,Trap & B,28,2020-02-14
2020,Tattoos Together,Lauv,~how i'm feeling~,0,2020-02-20
2020,Mr. Grace - Intro,"Royce Da 5'9""",The Allegory,0,2020-02-21
2020,Can't Please Everybody,Kota the Friend,"Lyrics to Go, Vol. 1",36,2020-01-20
2020,Pound In The Sky,"DJ.Fresh, Curren$y",The Tonite Show With Curren$y,0,2020-01-31
2020,Cell-0,Apocalyptica,Cell-0,28,2020-01-10
2020,Just My Luck,"Marc E. Bassy, blackbear",PMD (Deluxe),21,2020-01-31
2020,One of Them Days Again,"Boosie Badazz, MO3",Badazz MO3,53,2020-02-14
2020,Crimson Tide,Destroyer,Have We Met,0,2020-01-31
2020,Under Glass,Wolf Parade,Thin Mind,0,2020-01-24
2020,Sarah Come Home,Allie X,Cape God,0,2020-02-21
2020,Kinda Dark,Destroyer,Have We Met,0,2020-01-31
2020,Dust,Oh Wonder,No One Else Can Wear Your Crown (Deluxe),26,2020-02-14
2020,Blueberry Faygo,Lil Mosey,Certified Hitmaker,75,2020-02-06
2020,Remind Me Why I Love You Again,Huey Lewis & The News,Weather,0,2020-02-14
2020,Panini,Vitamin String Quartet,"VSQ Performs the Hits of 2019, Vol. 2",26,2020-02-14
2020,A Dream's a Dream,The Wood Brothers,Kingdom in My Mind,15,2020-01-24
2020,Spooky (Single Version),Dusty Springfield,Love Songs,61,2020-01-31
2020,Round 3 Times,"DJ.Fresh, Curren$y",The Tonite Show With Curren$y,0,2020-01-31
2020,Terrestrial,John Moreland,LP5,15,2020-02-07
2020,Ashes Of The Modern World,Apocalyptica,Cell-0,29,2020-01-10
2020,Thoughts and Prayers,Drive-By Truckers,The Unraveling,0,2020-01-31
2020,I Want It All,COIN,Dreamland,0,2020-02-21
2020,Say So - Acoustic Version,"PJ Morton, JoJo",The Piano Album,33,2020-02-14
2020,Mop Wit It,"Boosie Badazz, MO3",Badazz MO3,59,2020-02-14
2020,Julia Take Your Man Home,Wolf Parade,Thin Mind,0,2020-01-24
2020,Get God's Attention By Being An Atheist,of Montreal,UR FUN,0,2020-01-17
2020,21st Century USA,Drive-By Truckers,The Unraveling,0,2020-01-31
2020,Trippin',Futurebirds,Teamwork,0,2020-01-15
2020,Alabaster,The Wood Brothers,Kingdom in My Mind,32,2020-01-24
2020,Crocodile Rock / Get Back / Back In The U.S.S.R. - Live From Moscow / 1979,Elton John,Live From Moscow (Live From Moscow / 1979),20,2020-01-24
2020,Angola Rodeo,Black Lips,Sing In A World That's Falling Apart,0,2020-01-24
2020,How Deep Is Your Love - Acoustic Version,"PJ Morton, Alex Isley",The Piano Album,44,2020-02-14
2020,To Love Somebody - Made In Muscle Shoals,The Revivalists,Made In Muscle Shoals,46,2020-01-30
2020,Limitless,Richard Marx,LIMITLESS,0,2020-02-07
2021,good 4 u,Olivia Rodrigo,good 4 u,22,2021-05-14
2021,Save Your Tears (with Ariana Grande) (Remix),"The Weeknd, Ariana Grande",Save Your Tears (Remix),80,2021-04-23
2021,Good Days,SZA,Good Days,78,2020-12-25
2021,deja vu,Olivia Rodrigo,deja vu,13,2021-04-01
2021,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,9,2021-03-05
2021,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA),37,2021-04-09
2021,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, GIVĒON",Justice,82,2021-03-19
2021,drivers license,Olivia Rodrigo,drivers license,25,2021-01-08
2021,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),82,2021-07-09
2021,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),73,2021-03-31
2021,Woman,Doja Cat,Planet Her,85,2021-06-25
2021,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",Levitating (feat. DaBaby),70,2020-10-01
2021,Easy On Me,Adele,Easy On Me,81,2021-10-14
2021,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),82,2021-11-12
2021,Happier Than Ever,Billie Eilish,Happier Than Ever,86,2021-07-30
2021,Beggin',Måneskin,Chosen,86,2017-12-08
2021,34+35,Ariana Grande,Positions,78,2020-10-30
2021,Streets,Doja Cat,Hot Pink,85,2019-11-07
2021,Bad Habits,Ed Sheeran,Bad Habits,12,2021-06-25
2021,willow,Taylor Swift,evermore,76,2020-12-11
2021,Butter,BTS,Butter,4,2021-05-21
2021,Heartbreak Anniversary,GIVĒON,TAKE TIME,81,2020-03-27
2021,pov,Ariana Grande,Positions,76,2020-10-30
2021,telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,85,2020-12-04
2021,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,74,2021-01-06
2021,Fair Trade (with Travis Scott),"Drake, Travis Scott",Certified Lover Boy,81,2021-09-03
2021,I WANNA BE YOUR SLAVE,Måneskin,Teatro d'ira - Vol. I,84,2021-03-19
2021,Need to Know,Doja Cat,Need to Know,20,2021-06-11
2021,love nwantiti (ah ah ah),CKay,CKay The First,79,2019-08-30
2021,favorite crime,Olivia Rodrigo,SOUR,85,2021-05-21
2021,My Universe,"Coldplay, BTS",My Universe,77,2021-09-24
2021,MONEY,LISA,LALISA,75,2021-09-10
2021,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",MONTERO,76,2021-09-17
2021,Hurricane,Kanye West,Donda,10,2021-08-29
2021,Hold On,Justin Bieber,Hold On,68,2021-03-05
2021,Todo De Ti,Rauw Alejandro,Todo De Ti,75,2021-05-20
2021,You Right,"Doja Cat, The Weeknd",Planet Her,79,2021-06-25
2021,Essence (feat. Justin Bieber & Tems),"Wizkid, Justin Bieber, Tems",Essence (feat. Justin Bieber & Tems),61,2021-08-13
2021,Your Power,Billie Eilish,Your Power,1,2021-04-29
2021,Heat Waves,Glass Animals,Dreamland,89,2020-08-07
2021,The Business,Tiësto,The Business,76,2020-09-16
2021,Up,Cardi B,Up,68,2021-02-05
2021,Baila Conmigo (with Rauw Alejandro),"Selena Gomez, Rauw Alejandro",Revelación - EP,68,2021-03-12
2021,Yonaguni,Bad Bunny,Yonaguni,80,2021-06-04
2021,Body,Megan Thee Stallion,Good News,71,2020-11-20
2021,positions,Ariana Grande,Positions,80,2020-10-30
2021,traitor,Olivia Rodrigo,SOUR,89,2021-05-21
2021,Arcade (feat. FLETCHER),"Duncan Laurence, FLETCHER",Small Town Boy,68,2020-11-27
2021,Build a Bitch,Bella Poarch,Build a Bitch,71,2021-05-14
2021,Whoopty,CJ,Whoopty,67,2020-08-20
2021,DÁKITI,"Bad Bunny, JHAYCO",EL ÚLTIMO TOUR DEL MUNDO,80,2020-11-27
2021,Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),30,2021-03-03
2021,Shivers,Ed Sheeran,Shivers,10,2021-09-13
2021,Solar Power,Lorde,Solar Power,1,2021-06-10
2021,We're Good,Dua Lipa,Future Nostalgia (The Moonlight Edition),71,2021-02-11
2021,WITHOUT YOU (with Miley Cyrus),"The Kid LAROI, Miley Cyrus",WITHOUT YOU (with Miley Cyrus),65,2021-04-30
2021,Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),80,2021-02-12
2021,late at night,Roddy Ricch,late at night,61,2021-06-04
2021,Calling My Phone,"Lil Tjay, 6LACK",Destined 2 Win,77,2021-04-02
2021,RAPSTAR,Polo G,Hall of Fame,80,2021-06-11
2021,Girls Want Girls (with Lil Baby),"Drake, Lil Baby",Certified Lover Boy,78,2021-09-03
2021,Mood (feat. iann dior),"24kGoldn, iann dior",El Dorado,80,2021-03-26
2021,Dinero,Trinidad Cardona,Dinero,69,2018-02-02
2021,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",EL ÚLTIMO TOUR DEL MUNDO,78,2020-11-27
2021,Anyone,Justin Bieber,Anyone,70,2021-01-01
2021,Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",THE ANXIETY,76,2020-03-13
2021,Afterglow,Ed Sheeran,Afterglow,70,2020-12-21
2021,GIRL LIKE ME,"Black Eyed Peas, Shakira",TRANSLATION,78,2020-11-02
2021,BICHOTA,KAROL G,BICHOTA,68,2020-10-23
2021,Bandido,"Myke Towers, Juhn",Bandido,75,2020-12-10
2021,Prisoner (feat. Dua Lipa),"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),2,2020-11-20
2021,Blinding Lights,The Weeknd,After Hours,91,2020-03-20
2021,test drive,Ariana Grande,Positions (Deluxe),63,2021-02-19
2021,Lemonade,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)",11,2020-08-14
2021,Watermelon Sugar,Harry Styles,Fine Line,86,2019-12-13
2021,Lost Cause,Billie Eilish,Lost Cause,1,2021-06-02
2021,Selfish Love (with Selena Gomez),"DJ Snake, Selena Gomez",Selfish Love (with Selena Gomez),58,2021-03-04
2021,What You Know Bout Love,Pop Smoke,LOVE,0,2021-05-14
2021,Dynamite,BTS,BE,5,2020-11-20
2021,Head & Heart (feat. MNEK),"Joel Corry, MNEK",Head & Heart (feat. MNEK),79,2020-07-03
2021,Best Friend (feat. Doja Cat),"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),69,2021-01-07
2021,What’s Next,Drake,Scary Hours 2,69,2021-03-05
2021,On The Ground,ROSÉ,R,70,2021-03-12
2021,As I Am (feat. Khalid),"Justin Bieber, Khalid",Justice,64,2021-03-19
2021,Permission to Dance,BTS,Butter / Permission to Dance,2,2021-07-09
2021,Met Him Last Night (feat. Ariana Grande),"Demi Lovato, Ariana Grande",Dancing With The Devil…The Art of Starting Over,54,2021-04-02
2021,m y . l i f e (with 21 Savage & Morray),"J. Cole, 21 Savage, Morray",The Off-Season,75,2021-05-14
2021,t r a n s p a r e n t s o u l feat. Travis Barker,"WILLOW, Travis Barker",t r a n s p a r e n t s o u l feat. Travis Barker,63,2021-04-27
2021,Motley Crew,Post Malone,Motley Crew,70,2021-07-09
2021,Pepas,Farruko,Pepas,81,2021-06-24
2021,THATS WHAT I WANT,Lil Nas X,MONTERO,78,2021-09-17
2021,Rumors (feat. Cardi B),"Lizzo, Cardi B",Rumors (feat. Cardi B),64,2021-08-13
2021,Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,1,2021-07-30
2021,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",Cold Heart (PNAU Remix),84,2021-08-13
2021,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",Leave Before You Love Me,81,2021-05-21
2021,Girl From Rio,Anitta,Girl From Rio,54,2021-04-29
2021,Summer of Love (Shawn Mendes & Tainy),"Shawn Mendes, Tainy",Summer Of Love,72,2021-08-20
2021,Life Goes On,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",75,2021-05-28
2021,Dick (feat. Doja Cat),"StarBoi3, Doja Cat",Dick (feat. Doja Cat),68,2021-04-23
2021,Praise God,Kanye West,Donda,74,2021-08-29
2022,As It Was,Harry Styles,As It Was,20,2022-03-31
2022,Anti-Hero,Taylor Swift,Midnights,84,2022-10-21
2022,Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),17,2020-08-06
2022,Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,86,2022-05-06
2022,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),77,2021-07-23
2022,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),80,2022-09-22
2022,CUFF IT,Beyoncé,RENAISSANCE,78,2022-07-29
2022,Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",Paradise Again,82,2022-04-15
2022,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,Hounds of Love (2018 Remaster),7,1985-09-16
2022,First Class,Jack Harlow,First Class,10,2022-04-08
2022,Late Night Talking,Harry Styles,Harry's House,80,2022-05-20
2022,traitor,Olivia Rodrigo,SOUR,89,2021-05-21
2022,Ghost,Justin Bieber,Justice,85,2021-03-19
2022,Glimpse of Us,Joji,Glimpse of Us,27,2022-06-10
2022,Bad Habit,Steve Lacy,Gemini Rights,85,2022-07-15
2022,Something in the Orange,Zach Bryan,Something in the Orange,87,2022-04-22
2022,Is There Someone Else?,The Weeknd,Dawn FM,83,2022-01-06
2022,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",84,2022-07-06
2022,Me Porto Bonito,"Bad Bunny, Chencho Corleone",Un Verano Sin Ti,84,2022-05-06
2022,N95,Kendrick Lamar,Mr. Morale & The Big Steppers,7,2022-05-13
2022,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage","Honestly, Nevermind",83,2022-06-17
2022,About Damn Time,Lizzo,About Damn Time,16,2022-04-14
2022,Lavender Haze,Taylor Swift,Midnights,76,2022-10-21
2022,Envolver,Anitta,Envolver,71,2021-11-11
2022,DESPECHÁ,ROSALÍA,DESPECHÁ,75,2022-07-28
2022,Oh My God,Adele,30,75,2021-11-19
2022,abcdefu,GAYLE,abcdefu,77,2021-08-13
2022,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",The Lockdown Sessions,71,2021-10-22
2022,Shivers,Ed Sheeran,=,85,2021-10-25
2022,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),71,2022-06-24
2022,Infinity,Jaymes Young,Feel Something,80,2017-06-23
2022,THATS WHAT I WANT,Lil Nas X,MONTERO,78,2021-09-17
2022,Sunroof,"Nicky Youre, hey daisy",Sunroof,5,2021-11-26
2022,I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",85,2022-05-13
2022,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, MOLIY",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),78,2021-09-16
2022,MAMIII,"Becky G, KAROL G",MAMIII,73,2022-02-10
2022,Desesperados,"Rauw Alejandro, Chencho Corleone",VICE VERSA,83,2021-12-10
2022,Super Freaky Girl,Nicki Minaj,Super Freaky Girl,71,2022-08-12
2022,Out of Time,The Weeknd,Dawn FM,78,2022-01-06
2022,Boyfriend,Dove Cameron,Boyfriend,75,2022-02-11
2022,Pink Venom,BLACKPINK,Pink Venom,66,2022-08-19
2022,Shirt,SZA,Shirt,68,2022-10-28
2022,Under The Influence,Chris Brown,Indigo (Extended),85,2019-10-04
2022,SNAP,Rosa Linn,SNAP PACK,2,2022-07-15
2022,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",Familia,73,2022-04-07
2022,Una Noche en Medellín,Cris Mj,Una Noche en Medellín,7,2022-01-21
2022,PROVENZA,KAROL G,PROVENZA,75,2022-04-22
2022,MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,78,2020-01-10
2022,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) [from the series Arcane League of Legends],78,2021-10-28
2022,Massive,Drake,"Honestly, Nevermind",73,2022-06-17
2022,BREAK MY SOUL,Beyoncé,BREAK MY SOUL,64,2022-06-21
2022,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",Twelve Carat Toothache,79,2022-06-03
2022,We Don't Talk About Bruno,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",Encanto (Original Motion Picture Soundtrack),75,2021-11-19
2022,All For Us,"Labrinth, Zendaya",Imagination & the Misfit Kid,76,2019-11-21
2022,Where Are You Now,"Lost Frequencies, Calum Scott",Where Are You Now,81,2021-07-30
2022,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),73,2022-09-22
2022,good 4 u,Olivia Rodrigo,SOUR,85,2021-05-21
2022,Sweetest Pie,"Megan Thee Stallion, Dua Lipa",Sweetest Pie,70,2022-03-11
2022,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",Un Verano Sin Ti,86,2022-05-06
2022,Easy On Me,Adele,30,85,2021-11-19
2022,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),72,2022-10-28
2022,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",Midnights,70,2022-10-21
2022,One Right Now (with The Weeknd),"Post Malone, The Weeknd",One Right Now,71,2021-11-05
2022,Doja,Central Cee,Doja,80,2022-07-21
2022,Woman,Doja Cat,Planet Her,85,2021-06-25
2022,Te Felicito,"Shakira, Rauw Alejandro",Te Felicito,74,2022-04-21
2022,Shut Down,BLACKPINK,BORN PINK,70,2022-09-16
2022,Moscow Mule,Bad Bunny,Un Verano Sin Ti,86,2022-05-06
2022,La Bachata,Manuel Turizo,La Bachata,81,2022-05-26
2022,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,"The Weeknd, Ariana Grande",After Hours (Deluxe),83,2020-03-20
2022,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",F*CK LOVE 3: OVER YOU,15,2021-07-23
2022,29,Demi Lovato,29,55,2022-08-17
2022,When You're Gone,Shawn Mendes,When You're Gone,71,2022-03-31
2022,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",The Joker And The Queen (feat. Taylor Swift),66,2022-02-11
2022,I’m Tired (with Zendaya) - Bonus Track,"Labrinth, Zendaya",I’m Tired (with Zendaya) - Bonus Track,66,2022-02-28
2022,Falling Back,Drake,"Honestly, Nevermind",63,2022-06-17
2022,Notion,The Rare Occasions,Notion,84,2021-12-02
2022,Light Switch,Charlie Puth,Light Switch,10,2022-01-20
2022,Nail Tech,Jack Harlow,Nail Tech,60,2022-02-18
2022,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",I NEVER LIKED YOU,85,2022-04-29
2022,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",Honest,64,2022-04-29
2022,Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,1,2022-01-05
2022,TV,Billie Eilish,Guitar Songs,87,2022-07-21
2022,she's all i wanna be,Tate McRae,she's all i wanna be,7,2022-02-04
2022,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,Ivory,77,2022-04-08
2022,Yet To Come,BTS,Proof,70,2022-06-10
2022,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),75,2022-05-06
2022,The Heart Part 5,Kendrick Lamar,The Heart Part 5,57,2022-05-08
2022,ALIEN SUPERSTAR,Beyoncé,RENAISSANCE,71,2022-07-29
2022,It'll Be Okay,Shawn Mendes,It'll Be Okay,73,2021-12-01
2022,SKIN OF MY TEETH,Demi Lovato,SKIN OF MY TEETH,41,2022-06-10
2022,I'm Good (Blue),"David Guetta, Bebe Rexha",I'm Good (Blue),88,2022-08-26
2022,Hold Me Closer,"Elton John, Britney Spears",Hold Me Closer,75,2022-08-26
2022,Calm Down (with Selena Gomez),"Rema, Selena Gomez",Calm Down (with Selena Gomez),83,2022-08-25
2022,Until I Found You,Stephen Sanchez,Until I Found You,81,2021-09-01
2022,Midnight Rain,Taylor Swift,Midnights,77,2022-10-21
2022,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",Mr. Morale & The Big Steppers,79,2022-05-13
2022,Big Energy,Latto,777,67,2022-03-25
2022,pushin P (feat. Young Thug),"Gunna, Future, Young Thug",DS4EVER,71,2022-01-13
2022,THOUSAND MILES,The Kid LAROI,THOUSAND MILES,68,2022-04-22
2023,Kill Bill,SZA,SOS,85,2022-12-08
2023,Cruel Summer,Taylor Swift,Lover,91,2019-08-23
2023,Die For You - Remix,"The Weeknd, Ariana Grande",Die For You (Remix),76,2023-02-24
2023,Flowers,Miley Cyrus,Flowers,22,2023-01-13
2023,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",HEROES & VILLAINS,84,2022-12-02
2023,Here With Me,d4vd,Here With Me,12,2022-09-22
2023,vampire,Olivia Rodrigo,vampire,11,2023-06-30
2023,Daylight,David Kushner,Daylight,66,2023-04-14
2023,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,89,2023-09-15
2023,greedy,Tate McRae,greedy,90,2023-09-15
2023,Seven (feat. Latto),"Jung Kook, Latto",Seven (feat. Latto),81,2023-07-14
2023,Water,Tyla,Water,87,2023-07-28
2023,Nonsense,Sabrina Carpenter,emails i can't send,88,2022-07-15
2023,Paint The Town Red,Doja Cat,Paint The Town Red,81,2023-08-04
2023,Karma,Taylor Swift,Midnights,78,2022-10-21
2023,Lovin On Me,Jack Harlow,Lovin On Me,83,2023-11-10
2023,I KNOW ?,Travis Scott,UTOPIA,83,2023-07-28
2023,Snooze,SZA,SOS,90,2022-12-09
2023,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",88,2023-07-13
2023,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",Until I Found You (Em Beihold Version),82,2022-04-22
2023,Last Night,Morgan Wallen,3 Songs At A Time Sampler,80,2023-01-31
2023,Ella Baila Sola,"Eslabon Armado, Peso Pluma",Ella Baila Sola,79,2023-03-16
2023,"Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53",80,2023-01-11
2023,Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,75,2023-02-03
2023,I'm Good (Blue),"David Guetta, Bebe Rexha",I'm Good (Blue),88,2022-08-26
2023,Rich Flex,"Drake, 21 Savage",Her Loss,78,2022-11-04
2023,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",Popular (Music from the HBO Original Series),85,2023-06-02
2023,La Bachata,Manuel Turizo,La Bachata,81,2022-05-26
2023,golden hour,JVKE,this is what ____ feels like (Vol. 1-4),80,2022-09-23
2023,Calm Down (with Selena Gomez),"Rema, Selena Gomez",Calm Down (with Selena Gomez),83,2022-08-25
2023,Feather,Sabrina Carpenter,emails i can’t send fwd:,87,2023-03-17
2023,bad idea right?,Olivia Rodrigo,bad idea right?,6,2023-08-11
2023,Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,14,2023-02-24
2023,Moonlight,Kali Uchis,Moonlight,78,2023-02-24
2023,TQG,"KAROL G, Shakira",MAÑANA SERÁ BONITO,84,2023-02-24
2023,MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,82,2023-10-13
2023,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",HEROES & VILLAINS,85,2022-12-02
2023,Escapism.,"RAYE, 070 Shake",Escapism. (Sped Up),4,2022-11-25
2023,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),84,2023-05-25
2023,Chemical,Post Malone,Chemical,78,2023-04-14
2023,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",Zach Bryan,88,2023-08-25
2023,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),78,2023-10-26
2023,On My Mama,Victoria Monét,JAGUAR II,67,2023-08-25
2023,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],73,2023-06-23
2023,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,93,2017-07-21
2023,Sprinter,"Dave, Central Cee",Sprinter,83,2023-06-01
2023,fukumean,Gunna,a Gift & a Curse,83,2023-06-16
2023,La Bebe - Remix,"Yng Lvcas, Peso Pluma",La Bebe (Remix),81,2023-03-17
2023,K-POP,"Travis Scott, Bad Bunny, The Weeknd",K-POP,72,2023-07-21
2023,Houdini,Dua Lipa,Houdini,24,2023-11-09
2023,get him back!,Olivia Rodrigo,GUTS,79,2023-09-08
2023,Made You Look,Meghan Trainor,Takin' It Back,80,2022-10-21
2023,Super Shy,NewJeans,NewJeans 'Super Shy',80,2023-07-07
2023,Romantic Homicide,d4vd,Romantic Homicide,88,2022-07-20
2023,I Wanna Be Yours,Arctic Monkeys,AM,94,2013-09-09
2023,TELEKINESIS (feat. SZA & Future),"Travis Scott, SZA, Future",UTOPIA,80,2023-07-28
2023,Say Yes To Heaven,Lana Del Rey,Say Yes To Heaven,87,2023-05-19
2023,Nobody Gets Me,SZA,SOS,86,2022-12-09
2023,All Of The Girls You Loved Before,Taylor Swift,All Of The Girls You Loved Before,76,2019-08-23
2023,Forget Me,Lewis Capaldi,Broken By Desire To Be Heavenly Sent,74,2023-05-19
2023,Single Soon,Selena Gomez,Single Soon,72,2023-08-25
2023,As It Was,Harry Styles,Harry's House,90,2022-05-20
